gene_symbol,Bmi1
pvalue,0.1901334
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
parameter_name,Breath rate during sleep standard deviation
mouse_strain,C57BL
parameter_id,JAX_SLW_014_001
analysis_id,z7552d8d54qu816
