gene_symbol,SLC45A3
parameter_name,Weight
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1922082
analysis_id,96cuggkf18gtot3
pvalue,0.9123012
mouse_strain,C57BL
