parameter_id,M-G-P_008_001_013
gene_symbol,Opn3
analysis_id,xl67174648plf22
pvalue,0.683491
parameter_name,Startle Response
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
