gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
parameter_name,Corneal opacity
pvalue,0.3927564
analysis_id,9600l4qd5pej6rh
