Gene_symbol,Jun
mouse_strain,C57BL
pvalue,0.9107616
gene_accession_id,MGI:96646
parameter_name,Transitional 1 B cells - % of CD45+
mouse_life_stage,E9.5
analysis_id,uim3073m3z8g141
parameter_id,MGP_IMM_110_001
