mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Hpca
parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:1336200
parameter_name,lens opacity
analysis_id,h58cy9mu6uwx3a8
pvalue,0.759485
