gene_symbol,Zcchc2
pvalue,0.6034061
parameter_name,LVIDd
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_id,IMPC_ECH_008_001
analysis_id,44766wm1ex6e340
mouse_strain,C57BL
