parameter_id,IMPC_GEP_084_001
mouse_life_stage,Early adult
parameter_name,Limb morphology
gene_symbol,Sla2
gene_accession_id,MGI:1925049
pvalue,0.2665516
analysis_id,153x2289z74258r
mouse_strain,C57BL
