gene_symbol,Tnfsf8
parameter_id,JAXLA_CSD_041_002
gene_accession_id,MGI:88328
parameter_name,Hindpaw - size
analysis_id,ap990j3917lm25f
mouse_strain,C57BL
pvalue,0.3284359
mouse_life_stage,Early adult
