parameter_id,IMPC_OFD_020_001
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
parameter_name,Distance travelled - total
analysis_id,n9uga182719e745
mouse_strain,C57BL
pvalue,0.4570603
mouse_life_stage,Early adult
