gene_symbol,Nanp
pvalue,0.5934556
gene_accession_id,MGI:1914561
parameter_name,Total cholesterol
mouse_life_stage,Early adult
analysis_id,88u6xjh5xo82115
parameter_id,IMPC_CBC_015_001
mouse_strain,C57BL
