gene_symbol,Tnfsf8
mouse_strain,C57BL
gene_accession_id,MGI:88328
parameter_name,Total T cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.9848258
parameter_id,MGP_IMM_001_001
analysis_id,w4k260486ask00r
