parameter_id,M-G-P_008_001_013
parameter_name,Startle Response
analysis_id,tyn400qp341dy0h
pvalue,0.6929129
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Bcs1l
