parameter_id,ESLIM_008_001_013
parameter_name,Startle response
analysis_id,y5ayjl65hju22n7
pvalue,0.2259779
mouse_strain,C57BL
gene_symbol,Mms22l
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
