gene_symbol,Ifi44
mouse_life_stage,Early adult
parameter_name,Calcium
mouse_strain,C57BL
gene_accession_id,MGI:2443016
parameter_id,IMPC_CBC_009_001
pvalue,0.2938801
analysis_id,29qiprpdpkr2s55
