gene_symbol,Arpc2
mouse_strain,129SV
parameter_name,LVIDd
analysis_id,5uql859e154q5sg
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
pvalue,0.7684183
parameter_id,IMPC_ECH_008_001
