gene_symbol,Bmi1
analysis_id,08lrq09q4g37a5c
pvalue,0.1694288
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
parameter_name,Ly6Clow monocyte number
parameter_id,MGP_PBI_038_001
mouse_strain,C57BL
