gene_symbol,Zmynd19
analysis_id,gwc0ka7zd4w5tob
mouse_life_stage,Early adult
parameter_id,IMPC_GPO_002_001
gene_accession_id,MGI:1914437
mouse_strain,C57BL
pvalue,0.2688154
parameter_name,Placenta Morphology
