gene_symbol,Lpgat1
parameter_name,HR
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
parameter_id,JAXLA_ECG_002_001
mouse_strain,C57BL
analysis_id,h2q67mln64p7dry
pvalue,0.2590656
