parameter_id,IMPC_GEP_076_001
pvalue,0.9998176
mouse_life_stage,Early adult
parameter_name,Cleft palate
mouse_strain,129SV
gene_symbol,Inpp1
analysis_id,3h96b164f4t561b
gene_accession_id,MGI:104848
