parameter_id,JAX_LDT_009_001
mouse_life_stage,Middle aged adult
analysis_id,ot447y3yj8736fk
parameter_name,Percent time in light
pvalue,0.1425577
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_strain,C57BL
