gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_002
pvalue,0.1822058
analysis_id,vhr883c8ue9s8m3
gene_accession_id,MGI:1917604
parameter_name,Retina (combined)
mouse_life_stage,Early adult
