analysis_id,84mxm7xtb31wim7
mouse_life_stage,E18.5
pvalue,0.7768947
parameter_name,Plasmacytoid DC - % of DC
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
parameter_id,MGP_MLN_058_001
mouse_strain,C57BL
