parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:1917604
pvalue,0.9980079
parameter_name,CD8+ alpha beta T cell percentage
analysis_id,608tsn7457t8vlv
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Secisbp2l
