parameter_id,IMPC_DXA_002_001
analysis_id,47rs3zrys5djwg1
gene_symbol,Sema6c
gene_accession_id,MGI:1338032
pvalue,0.4130551
parameter_name,Fat mass
mouse_life_stage,Early adult
mouse_strain,C57BL
