gene_symbol,Gja10
analysis_id,6pb8saysf3d2je5
mouse_life_stage,Early adult
pvalue,0.2116738
gene_accession_id,MGI:1339969
parameter_name,Time mobile light side
parameter_id,JAX_LDT_003_001
mouse_strain,C57BL
