parameter_id,IMPC_EYE_056_001
parameter_name,Mean left eye lens density
mouse_life_stage,E18.5
pvalue,0.6803902
gene_accession_id,MGI:1914309
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,u02x384399d3856
