gene_accession_id,MGI:1931322
gene_symbol,Car13
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_005_001
pvalue,0.9425706
parameter_name,Fractional Shortening
analysis_id,i83cn4pt1g03h2q
