gene_symbol,Cldn19
mouse_strain,C57BL
pvalue,0.891266
gene_accession_id,MGI:3033992
analysis_id,947ia66s4q77c80
parameter_id,IMPC_CBC_058_001
parameter_name,Cholesterol ratio
mouse_life_stage,Early adult
