gene_symbol,Ints7
parameter_name,Whole arena resting time
analysis_id,9685why66pn7mc5
pvalue,0.4065059
gene_accession_id,MGI:1924315
parameter_id,JAX_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,E9.5
