gene_symbol,Casq1
pvalue,0.4906048
gene_accession_id,MGI:1309468
mouse_life_stage,Early adult
analysis_id,80t38ca43jlg107
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP4
