gene_symbol,Kcng1
pvalue,0.9278283
analysis_id,o2to301nk89fbfr
gene_accession_id,MGI:3616086
parameter_name,Total food intake
mouse_life_stage,Early adult
parameter_id,IMPC_CAL_008_001
mouse_strain,C57BL
