gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_strain,C57BL
pvalue,0.8563087
analysis_id,sv22i9g6n5t7w0x
parameter_id,IMPC_DXA_002_001
mouse_life_stage,E18.5
parameter_name,Fat mass
