mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
mouse_strain,C57BL
gene_symbol,Tox
parameter_id,IMPC_HEM_029_001
pvalue,0.9956788
analysis_id,rb4386334bac892
parameter_name,Neutrophil differential count
