gene_symbol,Cdin1
gene_accession_id,MGI:3026886
parameter_name,Body weight
parameter_id,M-G-P_009_001_003
mouse_life_stage,Early adult
pvalue,0.2440365
analysis_id,5pz5z40066k5i3n
mouse_strain,C57BL
