parameter_name,Whole arena average speed
analysis_id,4th0o06r484772j
pvalue,0.2708565
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_005
gene_accession_id,MGI:1309468
mouse_strain,C57BL
gene_symbol,Casq1
