gene_symbol,Extl1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Midbrain
pvalue,0.1056048
analysis_id,6t1c89l751m5g3h
gene_accession_id,MGI:1888742
parameter_id,IMPC_GEL_029_001
