gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
analysis_id,r60jstleb215bjc
mouse_life_stage,Early adult
pvalue,0.734801
mouse_strain,129SV
parameter_id,IMPC_CSD_030_001
parameter_name,Tremor
