gene_symbol,Slc39a10
analysis_id,9k8zpj764088u5b
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
parameter_name,BMC/Body weight
gene_accession_id,MGI:1914515
pvalue,0.3532057
mouse_life_stage,Early adult
