gene_symbol,Col6a3
parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:88461
parameter_name,Center average speed
pvalue,0.7695443
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,344c92i1i48nb4q
