gene_symbol,Tnfsf10
mouse_life_stage,Early adult
pvalue,0.1169382
mouse_strain,C57BL
parameter_id,ESLIM_011_001_009
gene_accession_id,MGI:107414
analysis_id,216w4ihjo4aqkh6
parameter_name,PP3 + pulse startle magnitude
