parameter_id,MGP_PBI_033_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
analysis_id,1l5kxj9rp4cp3v5
mouse_life_stage,E12.5
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_symbol,Bcs1l
pvalue,0.808439
