gene_symbol,Ahcy
mouse_strain,C57BL
analysis_id,45zv79f9jhn287q
parameter_name,DN CD44+CD62L- NKT cells
mouse_life_stage,E12.5
parameter_id,IMPC_IMM_046_001
pvalue,0.05472087
gene_accession_id,MGI:87968
