mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,92q4e59f7r5676l
parameter_id,ESLIM_011_001_704
gene_symbol,Ddx27
pvalue,0.8089987
parameter_name,Prepulse inhibition - PP4
