gene_symbol,Slc30a4
parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1345282
pvalue,0.8162398
parameter_name,Distance travelled - total
analysis_id,z5zubl2q1ejmqy1
mouse_strain,C57BL
