gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_id,JAXLA_OFD_017_001
mouse_life_stage,Early adult
analysis_id,5zm70xy7vfevg8v
parameter_name,Center average speed
mouse_strain,129SV
pvalue,0.4759049
