mouse_strain,129SV
analysis_id,or67421df3u70l7
parameter_id,IMPC_IMM_046_001
gene_accession_id,MGI:99605
gene_symbol,CNTFR
pvalue,0.05609966
mouse_life_stage,Early adult
parameter_name,DN CD44+CD62L- NKT cells
