gene_symbol,Secisbp2l
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_name,KLRG1+ Treg cells - % of Treg
analysis_id,4cn1q403127e4b9
pvalue,0.6340621
parameter_id,MGP_MLN_011_001
