parameter_id,IMPC_EYE_009_001
parameter_name,Corneal vascularization
gene_accession_id,MGI:1339969
analysis_id,1d624lvular8nnw
mouse_life_stage,Early adult
pvalue,0.1682287
gene_symbol,Gja10
mouse_strain,C57BL
