parameter_name,Lean/Body weight
gene_symbol,Alkbh3
mouse_strain,C57BL
pvalue,0.2297012
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
parameter_id,ESLIM_005_001_702
analysis_id,n96yjzhv85t2697
