gene_symbol,Ufc1
pvalue,1.154632e-13
parameter_name,Basophil differential count
parameter_id,IMPC_HEM_038_001
gene_accession_id,MGI:1913405
analysis_id,z6944719xudy48y
mouse_strain,C57BL
mouse_life_stage,Early adult
