parameter_name,Prepulse inhibition - PP3
gene_symbol,Toporsl
analysis_id,0x55o168678g208
pvalue,0.1433976
parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:1915524
mouse_strain,C57BL
mouse_life_stage,Early adult
