pvalue,0.890662
parameter_name,Retina (combined)
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
analysis_id,06m44qh03m5ql6e
parameter_id,JAXLA_EYE_092_001
