parameter_id,JAX_OFD_013_001
parameter_name,Periphery average speed
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Arpc5l
pvalue,0.5619266
analysis_id,08e119qhk9u948b
