parameter_id,JAX_LDT_005_001
parameter_name,Time mobile dark side
analysis_id,voa0d06kf705uk8
gene_accession_id,MGI:1913405
mouse_strain,C57BL
gene_symbol,Ufc1
mouse_life_stage,Early adult
pvalue,0.1579878
