parameter_name,Tremor
gene_symbol,Rap2b
analysis_id,6fkv6i55c2u8n2m
parameter_id,TCPLA_CSD_030_001
mouse_life_stage,Early adult
pvalue,0.9271746
mouse_strain,C57BL
gene_accession_id,MGI:1921262
