gene_symbol,Ahcy
pvalue,0.2630311
gene_accession_id,MGI:87968
analysis_id,55t3zoozc6c527a
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
