parameter_id,JAX_OFD_016_001
analysis_id,op64g2074673na7
gene_accession_id,MGI:1914515
mouse_life_stage,E9.5
pvalue,0.7556328
mouse_strain,C57BL
gene_symbol,Slc39a10
parameter_name,Center permanence time
