parameter_id,IMPC_HEM_027_001
gene_accession_id,MGI:1913576
gene_symbol,Dnajc5b
pvalue,0.2833999
parameter_name,Red blood cell distribution width
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3h4pug749m91048
