mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,TCPLA_GRS_011_001
pvalue,0.6941864
gene_accession_id,MGI:107566
analysis_id,u937f20gm6qdn55
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_symbol,Kifap3
