gene_symbol,Mapkap1
pvalue,0.06591477
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_id,MGP_IMM_017_001
mouse_life_stage,Early adult
analysis_id,2t08b3wz026es32
