parameter_id,IMPC_IMM_064_001
analysis_id,5ra3w6bm6054ay1
parameter_name,B1B Cells
pvalue,0.09798107
gene_symbol,Lurap1
mouse_strain,C57BL
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
