gene_symbol,Mapkap1
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
pvalue,0.273755
mouse_strain,C57BL
analysis_id,20jdo084ci62p1e
