mouse_life_stage,Early adult
gene_symbol,Arpc5l
pvalue,0.9904214
analysis_id,kh45ehkm9067315
mouse_strain,C57BL
parameter_name,Percentage center time
parameter_id,IMPC_OFD_022_001
gene_accession_id,MGI:1921442
